DataExtractDate,ReportPeriod,FlightType,Arrival_Departure,Domestic_International,FlightOpsCount
04/18/2018 03:12:41 PM,03/01/2017 12:00:00 AM,Scheduled,Arrival,International,5138
04/18/2018 03:12:41 PM,03/01/2017 12:00:00 AM,Charter,Departure,Domestic,46
04/18/2018 03:12:41 PM,03/01/2017 12:00:00 AM,Scheduled,Arrival,Domestic,21482
04/18/2018 03:12:41 PM,03/01/2017 12:00:00 AM,Charter,Arrival,International,6
04/18/2018 03:12:41 PM,03/01/2017 12:00:00 AM,Charter,Arrival,Domestic,43
04/18/2018 03:12:41 PM,03/01/2017 12:00:00 AM,Scheduled,Departure,Domestic,21447
04/18/2018 03:12:41 PM,03/01/2017 12:00:00 AM,Scheduled,Departure,International,5193
04/18/2018 03:12:41 PM,02/01/2017 12:00:00 AM,Scheduled,Departure,International,4611
04/18/2018 03:12:41 PM,02/01/2017 12:00:00 AM,Scheduled,Arrival,Domestic,18465
04/18/2018 03:12:41 PM,02/01/2017 12:00:00 AM,Scheduled,Departure,Domestic,18479
04/18/2018 03:12:41 PM,02/01/2017 12:00:00 AM,Charter,Arrival,Domestic,22
04/18/2018 03:12:41 PM,02/01/2017 12:00:00 AM,Charter,Departure,Domestic,21
04/18/2018 03:12:41 PM,02/01/2017 12:00:00 AM,Charter,Arrival,International,2
04/18/2018 03:12:41 PM,02/01/2017 12:00:00 AM,Scheduled,Arrival,International,4564
04/18/2018 03:12:41 PM,01/01/2017 12:00:00 AM,Scheduled,Arrival,International,5195
04/18/2018 03:12:41 PM,01/01/2017 12:00:00 AM,Charter,Arrival,International,7
04/18/2018 03:12:41 PM,01/01/2017 12:00:00 AM,Scheduled,Arrival,Domestic,20572
04/18/2018 03:12:41 PM,01/01/2017 12:00:00 AM,Charter,Departure,Domestic,38
04/18/2018 03:12:41 PM,01/01/2017 12:00:00 AM,Charter,Departure,International,4
04/18/2018 03:12:41 PM,01/01/2017 12:00:00 AM,Scheduled,Departure,Domestic,20643
04/18/2018 03:12:41 PM,01/01/2017 12:00:00 AM,Charter,Arrival,Domestic,26
04/18/2018 03:12:41 PM,01/01/2017 12:00:00 AM,Scheduled,Departure,International,5188
04/18/2018 03:12:41 PM,12/01/2016 12:00:00 AM,Scheduled,Arrival,International,5330
04/18/2018 03:12:41 PM,12/01/2016 12:00:00 AM,Charter,Arrival,Domestic,38
04/18/2018 03:12:41 PM,12/01/2016 12:00:00 AM,Scheduled,Arrival,Domestic,21204
04/18/2018 03:12:41 PM,12/01/2016 12:00:00 AM,Scheduled,Departure,International,5363
04/18/2018 03:12:41 PM,12/01/2016 12:00:00 AM,Charter,Departure,Domestic,27
04/18/2018 03:12:41 PM,12/01/2016 12:00:00 AM,Charter,Arrival,International,9
04/18/2018 03:12:41 PM,12/01/2016 12:00:00 AM,Scheduled,Departure,Domestic,21226
04/18/2018 03:12:41 PM,12/01/2016 12:00:00 AM,Charter,Departure,International,2
04/18/2018 03:12:41 PM,11/01/2016 12:00:00 AM,Charter,Departure,International,1
04/18/2018 03:12:41 PM,11/01/2016 12:00:00 AM,Charter,Arrival,Domestic,32
04/18/2018 03:12:41 PM,11/01/2016 12:00:00 AM,Scheduled,Departure,Domestic,20582
04/18/2018 03:12:41 PM,11/01/2016 12:00:00 AM,Scheduled,Departure,International,4680
04/18/2018 03:12:41 PM,11/01/2016 12:00:00 AM,Scheduled,Arrival,Domestic,20565
04/18/2018 03:12:41 PM,11/01/2016 12:00:00 AM,Charter,Departure,Domestic,35
04/18/2018 03:12:41 PM,11/01/2016 12:00:00 AM,Scheduled,Arrival,International,4617
04/18/2018 03:12:41 PM,11/01/2016 12:00:00 AM,Charter,Arrival,International,2
04/18/2018 03:12:41 PM,10/01/2016 12:00:00 AM,Charter,Arrival,Domestic,25
04/18/2018 03:12:41 PM,10/01/2016 12:00:00 AM,Scheduled,Arrival,Domestic,21415
04/18/2018 03:12:41 PM,10/01/2016 12:00:00 AM,Scheduled,Departure,Domestic,21371
04/18/2018 03:12:41 PM,10/01/2016 12:00:00 AM,Scheduled,Arrival,International,4941
04/18/2018 03:12:41 PM,10/01/2016 12:00:00 AM,Charter,Departure,International,1
04/18/2018 03:12:41 PM,10/01/2016 12:00:00 AM,Charter,Arrival,International,5
04/18/2018 03:12:41 PM,10/01/2016 12:00:00 AM,Charter,Departure,Domestic,27
04/18/2018 03:12:41 PM,10/01/2016 12:00:00 AM,Scheduled,Departure,International,4995
04/18/2018 03:12:41 PM,09/01/2016 12:00:00 AM,Charter,Departure,International,1
04/18/2018 03:12:41 PM,09/01/2016 12:00:00 AM,Scheduled,Arrival,Domestic,20712
04/18/2018 03:12:41 PM,09/01/2016 12:00:00 AM,Scheduled,Arrival,International,4809
04/18/2018 03:12:41 PM,09/01/2016 12:00:00 AM,Scheduled,Departure,Domestic,20739
04/18/2018 03:12:41 PM,09/01/2016 12:00:00 AM,Charter,Arrival,International,21
04/18/2018 03:12:41 PM,09/01/2016 12:00:00 AM,Charter,Arrival,Domestic,10
04/18/2018 03:12:41 PM,09/01/2016 12:00:00 AM,Charter,Departure,Domestic,11
04/18/2018 03:12:41 PM,09/01/2016 12:00:00 AM,Scheduled,Departure,International,4876
04/18/2018 03:12:41 PM,08/01/2016 12:00:00 AM,Scheduled,Departure,International,5459
04/18/2018 03:12:41 PM,08/01/2016 12:00:00 AM,Scheduled,Departure,Domestic,22989
04/18/2018 03:12:41 PM,08/01/2016 12:00:00 AM,Charter,Arrival,International,2
04/18/2018 03:12:41 PM,08/01/2016 12:00:00 AM,Scheduled,Arrival,Domestic,22983
04/18/2018 03:12:41 PM,08/01/2016 12:00:00 AM,Charter,Departure,Domestic,7
04/18/2018 03:12:41 PM,08/01/2016 12:00:00 AM,Charter,Arrival,Domestic,6
04/18/2018 03:12:41 PM,08/01/2016 12:00:00 AM,Scheduled,Arrival,International,5401
04/18/2018 03:12:41 PM,07/01/2016 12:00:00 AM,Charter,Departure,International,5
04/18/2018 03:12:41 PM,07/01/2016 12:00:00 AM,Scheduled,Arrival,International,5549
04/18/2018 03:12:41 PM,07/01/2016 12:00:00 AM,Scheduled,Departure,Domestic,22987
04/18/2018 03:12:41 PM,07/01/2016 12:00:00 AM,Charter,Departure,Domestic,7
04/18/2018 03:12:41 PM,07/01/2016 12:00:00 AM,Charter,Arrival,International,5
04/18/2018 03:12:41 PM,07/01/2016 12:00:00 AM,Scheduled,Departure,International,5534
04/18/2018 03:12:41 PM,07/01/2016 12:00:00 AM,Charter,Arrival,Domestic,10
04/18/2018 03:12:41 PM,07/01/2016 12:00:00 AM,Scheduled,Arrival,Domestic,22940
04/18/2018 03:12:41 PM,06/01/2016 12:00:00 AM,Scheduled,Departure,International,5031
04/18/2018 03:12:41 PM,06/01/2016 12:00:00 AM,Charter,Departure,International,6
04/18/2018 03:12:41 PM,06/01/2016 12:00:00 AM,Scheduled,Arrival,International,5091
04/18/2018 03:12:41 PM,06/01/2016 12:00:00 AM,Scheduled,Departure,Domestic,22326
04/18/2018 03:12:41 PM,06/01/2016 12:00:00 AM,Charter,Departure,Domestic,7
04/18/2018 03:12:41 PM,06/01/2016 12:00:00 AM,Charter,Arrival,Domestic,8
04/18/2018 03:12:41 PM,06/01/2016 12:00:00 AM,Scheduled,Arrival,Domestic,22288
04/18/2018 03:12:41 PM,06/01/2016 12:00:00 AM,Charter,Arrival,International,4
04/18/2018 03:12:41 PM,05/01/2016 12:00:00 AM,Scheduled,Arrival,International,4893
04/18/2018 03:12:41 PM,05/01/2016 12:00:00 AM,Charter,Arrival,International,6
04/18/2018 03:12:41 PM,05/01/2016 12:00:00 AM,Charter,Departure,Domestic,15
04/18/2018 03:12:41 PM,05/01/2016 12:00:00 AM,Scheduled,Departure,Domestic,21231
04/18/2018 03:12:41 PM,05/01/2016 12:00:00 AM,Charter,Departure,International,4
04/18/2018 03:12:41 PM,05/01/2016 12:00:00 AM,Charter,Arrival,Domestic,10
04/18/2018 03:12:41 PM,05/01/2016 12:00:00 AM,Scheduled,Arrival,Domestic,20862
04/18/2018 03:12:41 PM,05/01/2016 12:00:00 AM,Scheduled,Departure,International,4898
04/18/2018 03:12:41 PM,04/01/2016 12:00:00 AM,Charter,Departure,International,8
04/18/2018 03:12:41 PM,04/01/2016 12:00:00 AM,Scheduled,Departure,International,4539
04/18/2018 03:12:41 PM,04/01/2016 12:00:00 AM,Charter,Departure,Domestic,23
04/18/2018 03:12:41 PM,04/01/2016 12:00:00 AM,Scheduled,Arrival,Domestic,19952
04/18/2018 03:12:41 PM,04/01/2016 12:00:00 AM,Charter,Arrival,Domestic,24
04/18/2018 03:12:41 PM,04/01/2016 12:00:00 AM,Scheduled,Departure,Domestic,20005
04/18/2018 03:12:41 PM,04/01/2016 12:00:00 AM,Scheduled,Arrival,International,4569
04/18/2018 03:12:41 PM,04/01/2016 12:00:00 AM,Charter,Arrival,International,6
04/18/2018 03:12:41 PM,03/01/2016 12:00:00 AM,Scheduled,Arrival,International,4543
04/18/2018 03:12:41 PM,03/01/2016 12:00:00 AM,Charter,Arrival,International,2
04/18/2018 03:12:41 PM,03/01/2016 12:00:00 AM,Scheduled,Arrival,Domestic,20568
04/18/2018 03:12:41 PM,03/01/2016 12:00:00 AM,Charter,Departure,International,4
04/18/2018 03:12:41 PM,03/01/2016 12:00:00 AM,Charter,Arrival,Domestic,20
04/18/2018 03:12:41 PM,03/01/2016 12:00:00 AM,Charter,Departure,Domestic,16
04/18/2018 03:12:41 PM,03/01/2016 12:00:00 AM,Scheduled,Departure,International,4565
04/18/2018 03:12:41 PM,03/01/2016 12:00:00 AM,Scheduled,Departure,Domestic,20539
04/18/2018 03:12:41 PM,02/01/2016 12:00:00 AM,Charter,Departure,Domestic,25
04/18/2018 03:12:41 PM,02/01/2016 12:00:00 AM,Scheduled,Departure,International,4141
04/18/2018 03:12:41 PM,02/01/2016 12:00:00 AM,Scheduled,Arrival,Domestic,18427
04/18/2018 03:12:41 PM,02/01/2016 12:00:00 AM,Scheduled,Departure,Domestic,18420
04/18/2018 03:12:41 PM,02/01/2016 12:00:00 AM,Charter,Departure,International,7
04/18/2018 03:12:41 PM,02/01/2016 12:00:00 AM,Charter,Arrival,Domestic,22
04/18/2018 03:12:41 PM,02/01/2016 12:00:00 AM,Scheduled,Arrival,International,4079
04/18/2018 03:12:41 PM,02/01/2016 12:00:00 AM,Charter,Arrival,International,10
04/18/2018 03:12:41 PM,01/01/2016 12:00:00 AM,Charter,Departure,International,5
04/18/2018 03:12:41 PM,01/01/2016 12:00:00 AM,Charter,Arrival,International,7
04/18/2018 03:12:41 PM,01/01/2016 12:00:00 AM,Scheduled,Departure,International,4500
04/18/2018 03:12:41 PM,01/01/2016 12:00:00 AM,Scheduled,Arrival,International,4517
04/18/2018 03:12:41 PM,01/01/2016 12:00:00 AM,Scheduled,Arrival,Domestic,19443
04/18/2018 03:12:41 PM,01/01/2016 12:00:00 AM,Scheduled,Departure,Domestic,19451
04/18/2018 03:12:41 PM,01/01/2016 12:00:00 AM,Charter,Departure,Domestic,53
04/18/2018 03:12:41 PM,01/01/2016 12:00:00 AM,Charter,Arrival,Domestic,41
04/18/2018 03:12:41 PM,12/01/2015 12:00:00 AM,Charter,Arrival,International,8
04/18/2018 03:12:41 PM,12/01/2015 12:00:00 AM,Scheduled,Arrival,International,4538
04/18/2018 03:12:41 PM,12/01/2015 12:00:00 AM,Charter,Arrival,Domestic,42
04/18/2018 03:12:41 PM,12/01/2015 12:00:00 AM,Scheduled,Arrival,Domestic,20147
04/18/2018 03:12:41 PM,12/01/2015 12:00:00 AM,Charter,Departure,International,6
04/18/2018 03:12:41 PM,12/01/2015 12:00:00 AM,Scheduled,Departure,Domestic,20106
04/18/2018 03:12:41 PM,12/01/2015 12:00:00 AM,Charter,Departure,Domestic,36
04/18/2018 03:12:41 PM,12/01/2015 12:00:00 AM,Scheduled,Departure,International,4523
04/18/2018 03:12:41 PM,11/01/2015 12:00:00 AM,Scheduled,Arrival,Domestic,19310
04/18/2018 03:12:41 PM,11/01/2015 12:00:00 AM,Charter,Arrival,International,2
04/18/2018 03:12:41 PM,11/01/2015 12:00:00 AM,Charter,Departure,International,1
04/18/2018 03:12:41 PM,11/01/2015 12:00:00 AM,Scheduled,Departure,Domestic,19254
04/18/2018 03:12:41 PM,11/01/2015 12:00:00 AM,Scheduled,Departure,International,4148
04/18/2018 03:12:41 PM,11/01/2015 12:00:00 AM,Charter,Departure,Domestic,33
04/18/2018 03:12:41 PM,11/01/2015 12:00:00 AM,Scheduled,Arrival,International,4158
04/18/2018 03:12:41 PM,11/01/2015 12:00:00 AM,Charter,Arrival,Domestic,32
04/18/2018 03:12:41 PM,10/01/2015 12:00:00 AM,Scheduled,Departure,Domestic,20261
04/18/2018 03:12:41 PM,10/01/2015 12:00:00 AM,Charter,Arrival,Domestic,26
04/18/2018 03:12:41 PM,10/01/2015 12:00:00 AM,Scheduled,Arrival,International,4489
04/18/2018 03:12:41 PM,10/01/2015 12:00:00 AM,Scheduled,Arrival,Domestic,20341
04/18/2018 03:12:41 PM,10/01/2015 12:00:00 AM,Charter,Arrival,International,8
04/18/2018 03:12:41 PM,10/01/2015 12:00:00 AM,Charter,Departure,International,6
04/18/2018 03:12:41 PM,10/01/2015 12:00:00 AM,Charter,Departure,Domestic,26
04/18/2018 03:12:41 PM,10/01/2015 12:00:00 AM,Scheduled,Departure,International,4556
04/18/2018 03:12:41 PM,09/01/2015 12:00:00 AM,Scheduled,Arrival,Domestic,19541
04/18/2018 03:12:41 PM,09/01/2015 12:00:00 AM,Scheduled,Departure,Domestic,19512
04/18/2018 03:12:41 PM,09/01/2015 12:00:00 AM,Scheduled,Departure,International,4504
04/18/2018 03:12:41 PM,09/01/2015 12:00:00 AM,Charter,Departure,Domestic,11
04/18/2018 03:12:41 PM,09/01/2015 12:00:00 AM,Charter,Arrival,Domestic,11
04/18/2018 03:12:41 PM,09/01/2015 12:00:00 AM,Scheduled,Arrival,International,4444
04/18/2018 03:12:41 PM,09/01/2015 12:00:00 AM,Charter,Arrival,International,2
04/18/2018 03:12:41 PM,08/01/2015 12:00:00 AM,Charter,Departure,International,2
04/18/2018 03:12:41 PM,08/01/2015 12:00:00 AM,Charter,Departure,Domestic,4
04/18/2018 03:12:41 PM,08/01/2015 12:00:00 AM,Charter,Arrival,International,4
04/18/2018 03:12:41 PM,08/01/2015 12:00:00 AM,Charter,Arrival,Domestic,2
04/18/2018 03:12:41 PM,08/01/2015 12:00:00 AM,Scheduled,Departure,Domestic,21356
04/18/2018 03:12:41 PM,08/01/2015 12:00:00 AM,Scheduled,Departure,International,5067
04/18/2018 03:12:41 PM,08/01/2015 12:00:00 AM,Scheduled,Arrival,Domestic,21393
04/18/2018 03:12:41 PM,08/01/2015 12:00:00 AM,Scheduled,Arrival,International,5006
04/18/2018 03:12:41 PM,07/01/2015 12:00:00 AM,Charter,Arrival,Domestic,7
04/18/2018 03:12:41 PM,07/01/2015 12:00:00 AM,Scheduled,Arrival,International,5066
04/18/2018 03:12:41 PM,07/01/2015 12:00:00 AM,Charter,Arrival,International,3
04/18/2018 03:12:41 PM,07/01/2015 12:00:00 AM,Scheduled,Departure,International,5134
04/18/2018 03:12:41 PM,07/01/2015 12:00:00 AM,Scheduled,Arrival,Domestic,21691
04/18/2018 03:12:41 PM,07/01/2015 12:00:00 AM,Charter,Departure,Domestic,11
04/18/2018 03:12:41 PM,07/01/2015 12:00:00 AM,Scheduled,Departure,Domestic,21658
04/18/2018 03:12:41 PM,06/01/2015 12:00:00 AM,Charter,Departure,Domestic,15
04/18/2018 03:12:41 PM,06/01/2015 12:00:00 AM,Charter,Arrival,International,6
04/18/2018 03:12:41 PM,06/01/2015 12:00:00 AM,Scheduled,Arrival,Domestic,20774
04/18/2018 03:12:41 PM,06/01/2015 12:00:00 AM,Scheduled,Arrival,International,4644
04/18/2018 03:12:41 PM,06/01/2015 12:00:00 AM,Charter,Departure,International,1
04/18/2018 03:12:41 PM,06/01/2015 12:00:00 AM,Scheduled,Departure,Domestic,20721
04/18/2018 03:12:41 PM,06/01/2015 12:00:00 AM,Charter,Arrival,Domestic,10
04/18/2018 03:12:41 PM,06/01/2015 12:00:00 AM,Scheduled,Departure,International,4690
04/18/2018 03:12:41 PM,05/01/2015 12:00:00 AM,Scheduled,Departure,Domestic,20324
04/18/2018 03:12:41 PM,05/01/2015 12:00:00 AM,Charter,Departure,International,1
04/18/2018 03:12:41 PM,05/01/2015 12:00:00 AM,Charter,Arrival,Domestic,18
04/18/2018 03:12:41 PM,05/01/2015 12:00:00 AM,Scheduled,Departure,International,4503
04/18/2018 03:12:41 PM,05/01/2015 12:00:00 AM,Charter,Departure,Domestic,17
04/18/2018 03:12:41 PM,05/01/2015 12:00:00 AM,Scheduled,Arrival,International,4443
04/18/2018 03:12:41 PM,05/01/2015 12:00:00 AM,Charter,Arrival,International,2
04/18/2018 03:12:41 PM,05/01/2015 12:00:00 AM,Scheduled,Arrival,Domestic,20386
04/18/2018 03:12:41 PM,04/01/2015 12:00:00 AM,Scheduled,Arrival,International,4175
04/18/2018 03:12:41 PM,04/01/2015 12:00:00 AM,Charter,Departure,International,2
04/18/2018 03:12:41 PM,04/01/2015 12:00:00 AM,Charter,Departure,Domestic,29
04/18/2018 03:12:41 PM,04/01/2015 12:00:00 AM,Scheduled,Arrival,Domestic,19664
04/18/2018 03:12:41 PM,04/01/2015 12:00:00 AM,Charter,Arrival,Domestic,28
04/18/2018 03:12:41 PM,04/01/2015 12:00:00 AM,Charter,Arrival,International,4
04/18/2018 03:12:41 PM,04/01/2015 12:00:00 AM,Scheduled,Departure,International,4222
04/18/2018 03:12:41 PM,04/01/2015 12:00:00 AM,Scheduled,Departure,Domestic,19870
04/18/2018 03:12:41 PM,03/01/2015 12:00:00 AM,Scheduled,Departure,International,4157
04/18/2018 03:12:41 PM,03/01/2015 12:00:00 AM,Scheduled,Arrival,International,4082
04/18/2018 03:12:41 PM,03/01/2015 12:00:00 AM,Charter,Departure,International,1
04/18/2018 03:12:41 PM,03/01/2015 12:00:00 AM,Charter,Arrival,Domestic,32
04/18/2018 03:12:41 PM,03/01/2015 12:00:00 AM,Charter,Arrival,International,4
04/18/2018 03:12:41 PM,03/01/2015 12:00:00 AM,Charter,Departure,Domestic,33
04/18/2018 03:12:41 PM,03/01/2015 12:00:00 AM,Scheduled,Arrival,Domestic,20427
04/18/2018 03:12:41 PM,03/01/2015 12:00:00 AM,Scheduled,Departure,Domestic,20344
04/18/2018 03:12:41 PM,02/01/2015 12:00:00 AM,Charter,Arrival,Domestic,24
04/18/2018 03:12:41 PM,02/01/2015 12:00:00 AM,Charter,Arrival,International,5
04/18/2018 03:12:41 PM,02/01/2015 12:00:00 AM,Scheduled,Departure,Domestic,17583
04/18/2018 03:12:41 PM,02/01/2015 12:00:00 AM,Charter,Departure,Domestic,20
04/18/2018 03:12:41 PM,02/01/2015 12:00:00 AM,Scheduled,Departure,International,3630
04/18/2018 03:12:41 PM,02/01/2015 12:00:00 AM,Charter,Departure,International,4
04/18/2018 03:12:41 PM,02/01/2015 12:00:00 AM,Scheduled,Arrival,Domestic,17654
04/18/2018 03:12:41 PM,02/01/2015 12:00:00 AM,Scheduled,Arrival,International,3534
04/18/2018 03:12:41 PM,01/01/2015 12:00:00 AM,Scheduled,Departure,International,4209
04/18/2018 03:12:41 PM,01/01/2015 12:00:00 AM,Charter,Departure,International,17
04/18/2018 03:12:41 PM,01/01/2015 12:00:00 AM,Scheduled,Arrival,International,4122
04/18/2018 03:12:41 PM,01/01/2015 12:00:00 AM,Scheduled,Arrival,Domestic,19564
04/18/2018 03:12:41 PM,01/01/2015 12:00:00 AM,Charter,Arrival,Domestic,33
04/18/2018 03:12:41 PM,01/01/2015 12:00:00 AM,Scheduled,Departure,Domestic,19501
04/18/2018 03:12:41 PM,01/01/2015 12:00:00 AM,Charter,Departure,Domestic,33
04/18/2018 03:12:41 PM,01/01/2015 12:00:00 AM,Charter,Arrival,International,11
04/18/2018 03:12:41 PM,12/01/2014 12:00:00 AM,Charter,Departure,Domestic,30
04/18/2018 03:12:41 PM,12/01/2014 12:00:00 AM,Scheduled,Departure,International,4129
04/18/2018 03:12:41 PM,12/01/2014 12:00:00 AM,Scheduled,Arrival,Domestic,19548
04/18/2018 03:12:41 PM,12/01/2014 12:00:00 AM,Scheduled,Departure,Domestic,19423
04/18/2018 03:12:41 PM,12/01/2014 12:00:00 AM,Charter,Departure,International,2
04/18/2018 03:12:41 PM,12/01/2014 12:00:00 AM,Scheduled,Arrival,International,4020
04/18/2018 03:12:41 PM,12/01/2014 12:00:00 AM,Charter,Arrival,International,7
04/18/2018 03:12:41 PM,12/01/2014 12:00:00 AM,Charter,Arrival,Domestic,25
04/18/2018 03:12:41 PM,11/01/2014 12:00:00 AM,Scheduled,Departure,Domestic,18836
04/18/2018 03:12:41 PM,11/01/2014 12:00:00 AM,Charter,Departure,International,4
04/18/2018 03:12:41 PM,11/01/2014 12:00:00 AM,Scheduled,Departure,International,3752
04/18/2018 03:12:41 PM,11/01/2014 12:00:00 AM,Scheduled,Arrival,Domestic,18941
04/18/2018 03:12:41 PM,11/01/2014 12:00:00 AM,Charter,Arrival,International,6
04/18/2018 03:12:41 PM,11/01/2014 12:00:00 AM,Charter,Arrival,Domestic,32
04/18/2018 03:12:41 PM,11/01/2014 12:00:00 AM,Scheduled,Arrival,International,3627
04/18/2018 03:12:41 PM,11/01/2014 12:00:00 AM,Charter,Departure,Domestic,30
04/18/2018 03:12:41 PM,10/01/2014 12:00:00 AM,Scheduled,Arrival,International,3901
04/18/2018 03:12:41 PM,10/01/2014 12:00:00 AM,Charter,Arrival,International,3
04/18/2018 03:12:41 PM,10/01/2014 12:00:00 AM,Charter,Arrival,Domestic,37
04/18/2018 03:12:41 PM,10/01/2014 12:00:00 AM,Scheduled,Departure,International,4033
04/18/2018 03:12:41 PM,10/01/2014 12:00:00 AM,Scheduled,Departure,Domestic,20303
04/18/2018 03:12:41 PM,10/01/2014 12:00:00 AM,Charter,Departure,International,1
04/18/2018 03:12:41 PM,10/01/2014 12:00:00 AM,Scheduled,Arrival,Domestic,20577
04/18/2018 03:12:41 PM,10/01/2014 12:00:00 AM,Charter,Departure,Domestic,44
04/18/2018 03:12:41 PM,09/01/2014 12:00:00 AM,Scheduled,Arrival,International,3929
04/18/2018 03:12:41 PM,09/01/2014 12:00:00 AM,Charter,Departure,International,2
04/18/2018 03:12:41 PM,09/01/2014 12:00:00 AM,Charter,Arrival,International,8
04/18/2018 03:12:41 PM,09/01/2014 12:00:00 AM,Scheduled,Departure,International,3953
04/18/2018 03:12:41 PM,09/01/2014 12:00:00 AM,Charter,Arrival,Domestic,17
04/18/2018 03:12:41 PM,09/01/2014 12:00:00 AM,Scheduled,Arrival,Domestic,19736
04/18/2018 03:12:41 PM,09/01/2014 12:00:00 AM,Charter,Departure,Domestic,24
04/18/2018 03:12:41 PM,09/01/2014 12:00:00 AM,Scheduled,Departure,Domestic,19702
04/18/2018 03:12:41 PM,08/01/2014 12:00:00 AM,Charter,Arrival,International,2
04/18/2018 03:12:41 PM,08/01/2014 12:00:00 AM,Charter,Arrival,Domestic,17
04/18/2018 03:12:41 PM,08/01/2014 12:00:00 AM,Scheduled,Arrival,Domestic,21552
04/18/2018 03:12:41 PM,08/01/2014 12:00:00 AM,Scheduled,Arrival,International,4523
04/18/2018 03:12:41 PM,08/01/2014 12:00:00 AM,Scheduled,Departure,International,4588
04/18/2018 03:12:41 PM,08/01/2014 12:00:00 AM,Scheduled,Departure,Domestic,21517
04/18/2018 03:12:41 PM,08/01/2014 12:00:00 AM,Charter,Departure,Domestic,17
04/18/2018 03:12:41 PM,07/01/2014 12:00:00 AM,Charter,Arrival,International,2
04/18/2018 03:12:41 PM,07/01/2014 12:00:00 AM,Scheduled,Arrival,International,4650
04/18/2018 03:12:41 PM,07/01/2014 12:00:00 AM,Charter,Departure,Domestic,17
04/18/2018 03:12:41 PM,07/01/2014 12:00:00 AM,Charter,Departure,International,1
04/18/2018 03:12:41 PM,07/01/2014 12:00:00 AM,Scheduled,Departure,International,4683
04/18/2018 03:12:41 PM,07/01/2014 12:00:00 AM,Scheduled,Arrival,Domestic,22120
04/18/2018 03:12:41 PM,07/01/2014 12:00:00 AM,Charter,Arrival,Domestic,18
04/18/2018 03:12:41 PM,07/01/2014 12:00:00 AM,Scheduled,Departure,Domestic,22112
04/18/2018 03:12:41 PM,06/01/2014 12:00:00 AM,Charter,Arrival,International,2
04/18/2018 03:12:41 PM,06/01/2014 12:00:00 AM,Charter,Departure,Domestic,12
04/18/2018 03:12:41 PM,06/01/2014 12:00:00 AM,Scheduled,Departure,Domestic,20981
04/18/2018 03:12:41 PM,06/01/2014 12:00:00 AM,Scheduled,Departure,International,4331
04/18/2018 03:12:41 PM,06/01/2014 12:00:00 AM,Scheduled,Arrival,International,4304
04/18/2018 03:12:41 PM,06/01/2014 12:00:00 AM,Scheduled,Arrival,Domestic,20994
04/18/2018 03:12:41 PM,06/01/2014 12:00:00 AM,Charter,Arrival,Domestic,11
04/18/2018 03:12:41 PM,05/01/2014 12:00:00 AM,Charter,Departure,Domestic,13
04/18/2018 03:12:41 PM,05/01/2014 12:00:00 AM,Charter,Arrival,Domestic,13
04/18/2018 03:12:41 PM,05/01/2014 12:00:00 AM,Scheduled,Departure,Domestic,20488
04/18/2018 03:12:41 PM,05/01/2014 12:00:00 AM,Scheduled,Arrival,Domestic,20485
04/18/2018 03:12:41 PM,05/01/2014 12:00:00 AM,Charter,Arrival,International,3
04/18/2018 03:12:41 PM,05/01/2014 12:00:00 AM,Scheduled,Arrival,International,4105
04/18/2018 03:12:41 PM,05/01/2014 12:00:00 AM,Scheduled,Departure,International,4130
04/18/2018 03:12:41 PM,04/01/2014 12:00:00 AM,Scheduled,Departure,International,3918
04/18/2018 03:12:41 PM,04/01/2014 12:00:00 AM,Scheduled,Departure,Domestic,19623
04/18/2018 03:12:41 PM,04/01/2014 12:00:00 AM,Charter,Departure,International,4
04/18/2018 03:12:41 PM,04/01/2014 12:00:00 AM,Charter,Arrival,Domestic,28
04/18/2018 03:12:41 PM,04/01/2014 12:00:00 AM,Scheduled,Arrival,International,3904
04/18/2018 03:12:41 PM,04/01/2014 12:00:00 AM,Charter,Arrival,International,8
04/18/2018 03:12:41 PM,04/01/2014 12:00:00 AM,Scheduled,Arrival,Domestic,19567
04/18/2018 03:12:41 PM,04/01/2014 12:00:00 AM,Charter,Departure,Domestic,31
04/18/2018 03:12:41 PM,03/01/2014 12:00:00 AM,Charter,Arrival,Domestic,43
04/18/2018 03:12:41 PM,03/01/2014 12:00:00 AM,Scheduled,Arrival,International,3993
04/18/2018 03:12:41 PM,03/01/2014 12:00:00 AM,Charter,Departure,International,9
04/18/2018 03:12:41 PM,03/01/2014 12:00:00 AM,Scheduled,Departure,International,3996
04/18/2018 03:12:41 PM,03/01/2014 12:00:00 AM,Charter,Arrival,International,11
04/18/2018 03:12:41 PM,03/01/2014 12:00:00 AM,Charter,Departure,Domestic,43
04/18/2018 03:12:41 PM,03/01/2014 12:00:00 AM,Scheduled,Arrival,Domestic,20156
04/18/2018 03:12:41 PM,03/01/2014 12:00:00 AM,Scheduled,Departure,Domestic,20186
04/18/2018 03:12:41 PM,02/01/2014 12:00:00 AM,Scheduled,Arrival,International,3418
04/18/2018 03:12:41 PM,02/01/2014 12:00:00 AM,Scheduled,Departure,Domestic,17312
04/18/2018 03:12:41 PM,02/01/2014 12:00:00 AM,Charter,Departure,International,1
04/18/2018 03:12:41 PM,02/01/2014 12:00:00 AM,Scheduled,Arrival,Domestic,17324
04/18/2018 03:12:41 PM,02/01/2014 12:00:00 AM,Scheduled,Departure,International,3426
