DataExtractDate,ReportPeriod,FlightType,Arrival_Departure,Domestic_International,FlightOpsCount
08/03/2020 07:35:04 AM,06/01/2020 12:00:00 AM,Charter,Departure,Domestic,7
08/03/2020 07:35:04 AM,06/01/2020 12:00:00 AM,Scheduled,Departure,Domestic,5650
08/03/2020 07:35:04 AM,06/01/2020 12:00:00 AM,Scheduled,Departure,International,657
08/03/2020 07:35:04 AM,06/01/2020 12:00:00 AM,Charter,Arrival,Domestic,8
08/03/2020 07:35:04 AM,06/01/2020 12:00:00 AM,Scheduled,Arrival,International,659
07/10/2020 06:01:26 AM,05/01/2020 12:00:00 AM,Charter,Departure,Domestic,7
07/10/2020 06:01:26 AM,05/01/2020 12:00:00 AM,Charter,Arrival,Domestic,8
06/29/2020 07:20:39 AM,05/01/2020 12:00:00 AM,Scheduled,Departure,International,552
06/29/2020 07:20:39 AM,05/01/2020 12:00:00 AM,Scheduled,Arrival,Domestic,4106
06/29/2020 07:20:39 AM,05/01/2020 12:00:00 AM,Scheduled,Arrival,International,561
06/29/2020 07:20:39 AM,05/01/2020 12:00:00 AM,Scheduled,Departure,Domestic,4119
06/29/2020 07:20:39 AM,05/01/2020 12:00:00 AM,Charter,Departure,International,5
06/29/2020 07:20:39 AM,05/01/2020 12:00:00 AM,Charter,Arrival,International,2
06/01/2020 07:57:59 AM,04/01/2020 12:00:00 AM,Scheduled,Departure,International,589
06/01/2020 07:57:59 AM,04/01/2020 12:00:00 AM,Scheduled,Arrival,Domestic,4935
06/01/2020 07:57:59 AM,04/01/2020 12:00:00 AM,Charter,Arrival,International,8
07/10/2020 06:01:26 AM,04/01/2020 12:00:00 AM,Charter,Departure,Domestic,5
07/10/2020 06:01:26 AM,04/01/2020 12:00:00 AM,Charter,Arrival,Domestic,6
06/01/2020 07:57:59 AM,04/01/2020 12:00:00 AM,Charter,Departure,International,9
06/01/2020 07:57:59 AM,04/01/2020 12:00:00 AM,Scheduled,Departure,Domestic,4957
06/01/2020 07:57:59 AM,04/01/2020 12:00:00 AM,Scheduled,Arrival,International,592
04/29/2020 07:14:24 AM,03/01/2020 12:00:00 AM,Scheduled,Arrival,International,3259
05/04/2020 06:39:48 AM,03/01/2020 12:00:00 AM,Charter,Arrival,Domestic,6
05/04/2020 06:39:48 AM,03/01/2020 12:00:00 AM,Charter,Departure,International,4
05/04/2020 06:39:48 AM,03/01/2020 12:00:00 AM,Charter,Departure,Domestic,10
04/29/2020 07:14:24 AM,03/01/2020 12:00:00 AM,Scheduled,Arrival,Domestic,17777
04/29/2020 07:14:24 AM,03/01/2020 12:00:00 AM,Scheduled,Departure,International,3222
04/29/2020 07:14:24 AM,03/01/2020 12:00:00 AM,Scheduled,Departure,Domestic,17754
05/04/2020 06:39:48 AM,03/01/2020 12:00:00 AM,Charter,Arrival,International,7
04/08/2020 09:58:08 AM,02/01/2020 12:00:00 AM,Scheduled,Arrival,International,4142
05/04/2020 06:39:48 AM,02/01/2020 12:00:00 AM,Charter,Departure,Domestic,17
04/29/2020 07:14:24 AM,02/01/2020 12:00:00 AM,Scheduled,Departure,Domestic,19014
04/29/2020 07:14:24 AM,02/01/2020 12:00:00 AM,Scheduled,Arrival,Domestic,18991
05/04/2020 06:39:48 AM,02/01/2020 12:00:00 AM,Charter,Arrival,Domestic,17
05/04/2020 06:39:48 AM,02/01/2020 12:00:00 AM,Charter,Arrival,International,2
04/08/2020 09:58:08 AM,02/01/2020 12:00:00 AM,Scheduled,Departure,International,4141
05/04/2020 06:39:48 AM,02/01/2020 12:00:00 AM,Charter,Departure,International,2
05/04/2020 06:39:48 AM,01/01/2020 12:00:00 AM,Charter,Arrival,International,3
02/28/2020 08:21:30 AM,01/01/2020 12:00:00 AM,Scheduled,Departure,Domestic,20326
02/28/2020 08:21:30 AM,01/01/2020 12:00:00 AM,Scheduled,Departure,International,4919
02/28/2020 08:21:30 AM,01/01/2020 12:00:00 AM,Scheduled,Arrival,International,4928
05/04/2020 06:39:48 AM,01/01/2020 12:00:00 AM,Charter,Departure,International,0
05/04/2020 06:39:48 AM,01/01/2020 12:00:00 AM,Charter,Arrival,Domestic,14
02/28/2020 08:21:30 AM,01/01/2020 12:00:00 AM,Scheduled,Arrival,Domestic,20269
05/04/2020 06:39:48 AM,01/01/2020 12:00:00 AM,Charter,Departure,Domestic,18
01/22/2020 06:57:11 AM,12/01/2019 12:00:00 AM,Charter,Arrival,International,4
01/22/2020 06:57:11 AM,12/01/2019 12:00:00 AM,Scheduled,Arrival,Domestic,21317
01/22/2020 06:57:11 AM,12/01/2019 12:00:00 AM,Scheduled,Departure,International,5105
01/22/2020 06:57:11 AM,12/01/2019 12:00:00 AM,Charter,Arrival,Domestic,15
01/22/2020 06:57:11 AM,12/01/2019 12:00:00 AM,Scheduled,Departure,Domestic,21338
01/22/2020 06:57:11 AM,12/01/2019 12:00:00 AM,Scheduled,Arrival,International,5103
01/22/2020 06:57:11 AM,12/01/2019 12:00:00 AM,Charter,Departure,Domestic,19
01/02/2020 10:43:42 AM,11/01/2019 12:00:00 AM,Scheduled,Departure,International,4708
12/10/2019 06:01:20 AM,11/01/2019 12:00:00 AM,Charter,Arrival,International,1
01/22/2020 06:57:11 AM,11/01/2019 12:00:00 AM,Charter,Arrival,Domestic,15
01/22/2020 06:57:11 AM,11/01/2019 12:00:00 AM,Charter,Departure,Domestic,13
12/10/2019 06:01:20 AM,11/01/2019 12:00:00 AM,Charter,Departure,International,0
01/02/2020 10:43:42 AM,11/01/2019 12:00:00 AM,Scheduled,Arrival,International,4715
01/02/2020 10:43:42 AM,11/01/2019 12:00:00 AM,Scheduled,Arrival,Domestic,19846
01/02/2020 10:43:42 AM,11/01/2019 12:00:00 AM,Scheduled,Departure,Domestic,19893
11/26/2019 01:26:41 PM,10/01/2019 12:00:00 AM,Scheduled,Departure,International,5068
12/10/2019 06:01:20 AM,10/01/2019 12:00:00 AM,Scheduled,Arrival,Domestic,20872
11/26/2019 01:26:41 PM,10/01/2019 12:00:00 AM,Charter,Departure,Domestic,17
12/10/2019 06:01:20 AM,10/01/2019 12:00:00 AM,Scheduled,Departure,Domestic,20895
11/26/2019 01:26:41 PM,10/01/2019 12:00:00 AM,Charter,Arrival,Domestic,18
11/26/2019 01:26:41 PM,10/01/2019 12:00:00 AM,Charter,Departure,International,0
11/26/2019 01:26:41 PM,10/01/2019 12:00:00 AM,Charter,Arrival,International,2
11/26/2019 01:26:41 PM,10/01/2019 12:00:00 AM,Scheduled,Arrival,International,5025
11/10/2019 06:01:31 AM,09/01/2019 12:00:00 AM,Charter,Arrival,Domestic,16
11/10/2019 06:01:31 AM,09/01/2019 12:00:00 AM,Scheduled,Arrival,Domestic,20260
11/10/2019 06:01:31 AM,09/01/2019 12:00:00 AM,Scheduled,Departure,International,4980
11/10/2019 06:01:31 AM,09/01/2019 12:00:00 AM,Scheduled,Departure,Domestic,20267
11/10/2019 06:01:31 AM,09/01/2019 12:00:00 AM,Scheduled,Arrival,International,5068
11/10/2019 06:01:31 AM,09/01/2019 12:00:00 AM,Charter,Departure,Domestic,15
11/10/2019 06:01:31 AM,09/01/2019 12:00:00 AM,Charter,Departure,International,2
11/10/2019 06:01:31 AM,09/01/2019 12:00:00 AM,Charter,Arrival,International,3
09/27/2019 07:57:24 AM,08/01/2019 12:00:00 AM,Scheduled,Departure,International,5602
09/27/2019 07:57:24 AM,08/01/2019 12:00:00 AM,Charter,Departure,International,0
09/27/2019 07:57:24 AM,08/01/2019 12:00:00 AM,Scheduled,Departure,Domestic,22605
09/27/2019 07:57:24 AM,08/01/2019 12:00:00 AM,Charter,Arrival,Domestic,8
09/27/2019 07:57:24 AM,08/01/2019 12:00:00 AM,Charter,Arrival,International,3
09/27/2019 07:57:24 AM,08/01/2019 12:00:00 AM,Scheduled,Arrival,Domestic,22701
09/27/2019 07:57:24 AM,08/01/2019 12:00:00 AM,Scheduled,Arrival,International,5567
09/27/2019 07:57:24 AM,08/01/2019 12:00:00 AM,Charter,Departure,Domestic,10
08/23/2019 03:41:00 PM,07/01/2019 12:00:00 AM,Charter,Arrival,International,4
08/23/2019 03:41:00 PM,07/01/2019 12:00:00 AM,Charter,Arrival,Domestic,10
08/26/2019 02:40:52 PM,07/01/2019 12:00:00 AM,Scheduled,Departure,International,5776
08/23/2019 03:41:00 PM,07/01/2019 12:00:00 AM,Charter,Departure,Domestic,15
08/26/2019 02:40:52 PM,07/01/2019 12:00:00 AM,Scheduled,Arrival,International,5743
08/23/2019 03:41:00 PM,07/01/2019 12:00:00 AM,Charter,Departure,International,1
08/23/2019 03:41:00 PM,07/01/2019 12:00:00 AM,Scheduled,Departure,Domestic,22688
08/23/2019 03:41:00 PM,07/01/2019 12:00:00 AM,Scheduled,Arrival,Domestic,22688
07/18/2019 06:18:08 AM,06/01/2019 12:00:00 AM,Scheduled,Arrival,Domestic,21483
07/18/2019 06:18:08 AM,06/01/2019 12:00:00 AM,Scheduled,Departure,International,5428
07/18/2019 06:18:08 AM,06/01/2019 12:00:00 AM,Charter,Arrival,International,2
07/18/2019 06:18:08 AM,06/01/2019 12:00:00 AM,Scheduled,Departure,Domestic,21473
07/18/2019 06:18:08 AM,06/01/2019 12:00:00 AM,Charter,Arrival,Domestic,9
07/18/2019 06:18:08 AM,06/01/2019 12:00:00 AM,Scheduled,Arrival,International,5344
07/18/2019 06:18:08 AM,06/01/2019 12:00:00 AM,Charter,Departure,Domestic,6
07/18/2019 06:18:08 AM,06/01/2019 12:00:00 AM,Charter,Departure,International,2
06/24/2019 01:17:06 PM,05/01/2019 12:00:00 AM,Scheduled,Departure,International,5358
07/10/2019 06:01:27 AM,05/01/2019 12:00:00 AM,Charter,Departure,Domestic,8
06/24/2019 01:17:06 PM,05/01/2019 12:00:00 AM,Scheduled,Arrival,Domestic,21034
07/10/2019 06:01:27 AM,05/01/2019 12:00:00 AM,Charter,Arrival,Domestic,10
07/10/2019 06:01:27 AM,05/01/2019 12:00:00 AM,Charter,Arrival,International,2
06/24/2019 01:17:06 PM,05/01/2019 12:00:00 AM,Scheduled,Departure,Domestic,21018
07/10/2019 06:01:27 AM,05/01/2019 12:00:00 AM,Charter,Departure,International,2
06/24/2019 01:17:06 PM,05/01/2019 12:00:00 AM,Scheduled,Arrival,International,5280
05/28/2019 06:24:45 AM,04/01/2019 12:00:00 AM,Charter,Arrival,International,2
05/28/2019 06:24:45 AM,04/01/2019 12:00:00 AM,Charter,Arrival,Domestic,15
05/28/2019 06:24:45 AM,04/01/2019 12:00:00 AM,Scheduled,Arrival,Domestic,20350
05/28/2019 06:24:45 AM,04/01/2019 12:00:00 AM,Scheduled,Departure,Domestic,20347
05/28/2019 06:24:45 AM,04/01/2019 12:00:00 AM,Scheduled,Departure,International,5198
05/28/2019 06:24:45 AM,04/01/2019 12:00:00 AM,Charter,Departure,International,1
05/28/2019 06:24:45 AM,04/01/2019 12:00:00 AM,Charter,Departure,Domestic,15
05/28/2019 06:24:45 AM,04/01/2019 12:00:00 AM,Scheduled,Arrival,International,5124
04/29/2019 01:10:30 PM,03/01/2019 12:00:00 AM,Scheduled,Departure,International,5104
04/29/2019 01:10:30 PM,03/01/2019 12:00:00 AM,Charter,Arrival,Domestic,4
04/29/2019 01:10:30 PM,03/01/2019 12:00:00 AM,Scheduled,Arrival,International,5086
04/29/2019 01:10:30 PM,03/01/2019 12:00:00 AM,Charter,Departure,International,0
04/29/2019 01:10:30 PM,03/01/2019 12:00:00 AM,Scheduled,Arrival,Domestic,21354
04/29/2019 01:10:30 PM,03/01/2019 12:00:00 AM,Scheduled,Departure,Domestic,21335
04/29/2019 01:10:30 PM,03/01/2019 12:00:00 AM,Charter,Arrival,International,1
04/29/2019 01:10:30 PM,03/01/2019 12:00:00 AM,Charter,Departure,Domestic,4
03/14/2019 06:45:08 AM,02/01/2019 12:00:00 AM,Scheduled,Departure,Domestic,18357
04/29/2019 01:10:30 PM,02/01/2019 12:00:00 AM,Scheduled,Departure,International,4498
04/29/2019 01:10:30 PM,02/01/2019 12:00:00 AM,Charter,Departure,International,0
04/29/2019 01:10:30 PM,02/01/2019 12:00:00 AM,Charter,Arrival,Domestic,6
04/29/2019 01:10:30 PM,02/01/2019 12:00:00 AM,Charter,Arrival,International,1
03/22/2019 10:49:20 AM,02/01/2019 12:00:00 AM,Scheduled,Arrival,International,4469
04/29/2019 01:10:30 PM,02/01/2019 12:00:00 AM,Charter,Departure,Domestic,5
03/14/2019 06:45:08 AM,02/01/2019 12:00:00 AM,Scheduled,Arrival,Domestic,18390
03/01/2019 11:09:59 AM,01/01/2019 12:00:00 AM,Scheduled,Arrival,International,5002
03/01/2019 11:09:59 AM,01/01/2019 12:00:00 AM,Charter,Arrival,International,2
03/01/2019 11:09:59 AM,01/01/2019 12:00:00 AM,Charter,Departure,International,2
03/01/2019 11:09:59 AM,01/01/2019 12:00:00 AM,Scheduled,Arrival,Domestic,20452
03/10/2019 06:01:32 AM,01/01/2019 12:00:00 AM,Scheduled,Departure,International,5131
03/01/2019 11:09:59 AM,01/01/2019 12:00:00 AM,Charter,Arrival,Domestic,24
03/10/2019 06:01:32 AM,01/01/2019 12:00:00 AM,Scheduled,Departure,Domestic,20411
03/01/2019 11:09:59 AM,01/01/2019 12:00:00 AM,Charter,Departure,Domestic,28
02/10/2019 06:01:29 AM,12/01/2018 12:00:00 AM,Charter,Arrival,Domestic,31
01/30/2019 07:34:09 AM,12/01/2018 12:00:00 AM,Scheduled,Arrival,International,5254
01/30/2019 07:34:09 AM,12/01/2018 12:00:00 AM,Scheduled,Arrival,Domestic,21207
01/30/2019 07:34:09 AM,12/01/2018 12:00:00 AM,Scheduled,Departure,International,5290
02/10/2019 06:01:29 AM,12/01/2018 12:00:00 AM,Charter,Departure,Domestic,29
01/30/2019 07:34:09 AM,12/01/2018 12:00:00 AM,Scheduled,Departure,Domestic,21154
12/26/2018 06:52:40 AM,11/01/2018 12:00:00 AM,Charter,Departure,International,1
01/30/2019 07:34:09 AM,11/01/2018 12:00:00 AM,Charter,Departure,Domestic,16
12/26/2018 06:52:40 AM,11/01/2018 12:00:00 AM,Scheduled,Arrival,Domestic,20324
01/30/2019 07:34:09 AM,11/01/2018 12:00:00 AM,Charter,Arrival,Domestic,17
12/26/2018 06:52:40 AM,11/01/2018 12:00:00 AM,Scheduled,Arrival,International,4948
12/26/2018 06:52:40 AM,11/01/2018 12:00:00 AM,Charter,Arrival,International,1
12/26/2018 06:52:40 AM,11/01/2018 12:00:00 AM,Scheduled,Departure,International,4999
12/26/2018 06:52:40 AM,11/01/2018 12:00:00 AM,Scheduled,Departure,Domestic,20290
11/25/2018 11:40:39 AM,10/01/2018 12:00:00 AM,Scheduled,Arrival,International,5313
11/25/2018 11:40:39 AM,10/01/2018 12:00:00 AM,Scheduled,Departure,International,5355
11/25/2018 11:40:39 AM,10/01/2018 12:00:00 AM,Scheduled,Departure,Domestic,21351
12/10/2018 06:01:26 AM,10/01/2018 12:00:00 AM,Charter,Arrival,International,2
12/10/2018 06:01:26 AM,10/01/2018 12:00:00 AM,Charter,Departure,Domestic,15
11/25/2018 11:40:39 AM,10/01/2018 12:00:00 AM,Scheduled,Arrival,Domestic,21428
12/10/2018 06:01:26 AM,10/01/2018 12:00:00 AM,Charter,Arrival,Domestic,16
10/29/2018 10:20:51 AM,09/01/2018 12:00:00 AM,Charter,Departure,Domestic,19
10/29/2018 10:20:51 AM,09/01/2018 12:00:00 AM,Scheduled,Arrival,International,5353
10/29/2018 10:20:51 AM,09/01/2018 12:00:00 AM,Charter,Arrival,Domestic,18
10/29/2018 10:20:51 AM,09/01/2018 12:00:00 AM,Scheduled,Arrival,Domestic,20761
10/29/2018 10:20:51 AM,09/01/2018 12:00:00 AM,Scheduled,Departure,International,5406
10/29/2018 10:20:51 AM,09/01/2018 12:00:00 AM,Charter,Arrival,International,2
10/29/2018 10:20:51 AM,09/01/2018 12:00:00 AM,Scheduled,Departure,Domestic,20684
09/26/2018 09:27:08 AM,08/01/2018 12:00:00 AM,Charter,Arrival,International,1
09/26/2018 09:27:08 AM,08/01/2018 12:00:00 AM,Charter,Departure,Domestic,10
09/26/2018 09:27:08 AM,08/01/2018 12:00:00 AM,Charter,Arrival,Domestic,9
09/26/2018 09:27:08 AM,08/01/2018 12:00:00 AM,Scheduled,Departure,Domestic,22785
09/26/2018 09:27:08 AM,08/01/2018 12:00:00 AM,Scheduled,Arrival,International,5973
09/26/2018 09:27:08 AM,08/01/2018 12:00:00 AM,Scheduled,Departure,International,6043
09/26/2018 09:27:08 AM,08/01/2018 12:00:00 AM,Scheduled,Arrival,Domestic,22856
08/21/2018 11:02:45 AM,07/01/2018 12:00:00 AM,Scheduled,Arrival,International,6117
08/21/2018 11:02:45 AM,07/01/2018 12:00:00 AM,Scheduled,Departure,Domestic,22811
08/21/2018 11:02:45 AM,07/01/2018 12:00:00 AM,Scheduled,Departure,International,6177
08/21/2018 11:02:45 AM,07/01/2018 12:00:00 AM,Scheduled,Arrival,Domestic,22851
08/24/2018 11:01:04 AM,07/01/2018 12:00:00 AM,Charter,Departure,Domestic,13
08/24/2018 11:01:04 AM,07/01/2018 12:00:00 AM,Charter,Arrival,Domestic,11
08/10/2018 06:01:24 AM,06/01/2018 12:00:00 AM,Scheduled,Departure,International,5676
08/10/2018 06:01:24 AM,06/01/2018 12:00:00 AM,Charter,Arrival,Domestic,17
08/10/2018 06:01:24 AM,06/01/2018 12:00:00 AM,Charter,Departure,Domestic,18
08/10/2018 06:01:24 AM,06/01/2018 12:00:00 AM,Charter,Departure,International,2
08/10/2018 06:01:24 AM,06/01/2018 12:00:00 AM,Scheduled,Arrival,International,5753
07/16/2018 02:36:06 PM,06/01/2018 12:00:00 AM,Scheduled,Departure,Domestic,22183
08/10/2018 06:01:24 AM,06/01/2018 12:00:00 AM,Charter,Arrival,International,1
07/16/2018 02:36:06 PM,06/01/2018 12:00:00 AM,Scheduled,Arrival,Domestic,22171
07/11/2018 02:24:22 PM,05/01/2018 12:00:00 AM,Charter,Arrival,Domestic,8
07/11/2018 02:24:22 PM,05/01/2018 12:00:00 AM,Scheduled,Departure,International,5695
07/11/2018 02:24:22 PM,05/01/2018 12:00:00 AM,Charter,Arrival,International,3
07/11/2018 02:24:22 PM,05/01/2018 12:00:00 AM,Scheduled,Arrival,International,5630
07/11/2018 02:24:22 PM,05/01/2018 12:00:00 AM,Scheduled,Arrival,Domestic,21920
07/11/2018 02:24:22 PM,05/01/2018 12:00:00 AM,Charter,Departure,International,1
07/11/2018 02:24:22 PM,05/01/2018 12:00:00 AM,Scheduled,Departure,Domestic,21976
07/11/2018 02:24:22 PM,05/01/2018 12:00:00 AM,Charter,Departure,Domestic,9
05/23/2018 07:44:39 AM,04/01/2018 12:00:00 AM,Charter,Arrival,Domestic,6
05/23/2018 07:44:39 AM,04/01/2018 12:00:00 AM,Scheduled,Arrival,Domestic,21052
05/23/2018 07:44:39 AM,04/01/2018 12:00:00 AM,Scheduled,Arrival,International,5389
05/23/2018 07:44:39 AM,04/01/2018 12:00:00 AM,Scheduled,Departure,International,5433
05/23/2018 07:44:39 AM,04/01/2018 12:00:00 AM,Charter,Departure,Domestic,10
05/23/2018 07:44:39 AM,04/01/2018 12:00:00 AM,Charter,Arrival,International,3
05/23/2018 07:44:39 AM,04/01/2018 12:00:00 AM,Scheduled,Departure,Domestic,21142
05/23/2018 07:44:39 AM,03/01/2018 12:00:00 AM,Charter,Arrival,International,3
04/18/2018 03:12:41 PM,03/01/2018 12:00:00 AM,Scheduled,Arrival,Domestic,21215
04/18/2018 03:12:41 PM,03/01/2018 12:00:00 AM,Scheduled,Departure,International,5493
04/18/2018 03:12:41 PM,03/01/2018 12:00:00 AM,Scheduled,Departure,Domestic,21190
05/23/2018 07:44:39 AM,03/01/2018 12:00:00 AM,Charter,Arrival,Domestic,27
05/23/2018 07:44:39 AM,03/01/2018 12:00:00 AM,Charter,Departure,Domestic,29
04/18/2018 03:12:41 PM,03/01/2018 12:00:00 AM,Scheduled,Arrival,International,5450
04/18/2018 03:12:41 PM,02/01/2018 12:00:00 AM,Scheduled,Departure,International,4864
04/18/2018 03:12:41 PM,02/01/2018 12:00:00 AM,Scheduled,Arrival,Domestic,18553
04/18/2018 03:12:41 PM,02/01/2018 12:00:00 AM,Charter,Arrival,International,3
04/18/2018 03:12:41 PM,02/01/2018 12:00:00 AM,Scheduled,Arrival,International,4822
04/18/2018 03:12:41 PM,02/01/2018 12:00:00 AM,Charter,Departure,International,2
04/18/2018 03:12:41 PM,02/01/2018 12:00:00 AM,Scheduled,Departure,Domestic,18532
04/18/2018 03:12:41 PM,02/01/2018 12:00:00 AM,Charter,Arrival,Domestic,34
04/18/2018 03:12:41 PM,02/01/2018 12:00:00 AM,Charter,Departure,Domestic,31
04/18/2018 03:12:41 PM,01/01/2018 12:00:00 AM,Charter,Departure,Domestic,48
04/18/2018 03:12:41 PM,01/01/2018 12:00:00 AM,Scheduled,Departure,Domestic,20505
04/18/2018 03:12:41 PM,01/01/2018 12:00:00 AM,Charter,Arrival,Domestic,34
04/18/2018 03:12:41 PM,01/01/2018 12:00:00 AM,Scheduled,Arrival,Domestic,20524
04/18/2018 03:12:41 PM,01/01/2018 12:00:00 AM,Scheduled,Arrival,International,5527
04/18/2018 03:12:41 PM,01/01/2018 12:00:00 AM,Charter,Arrival,International,2
04/18/2018 03:12:41 PM,01/01/2018 12:00:00 AM,Scheduled,Departure,International,5533
04/18/2018 03:12:41 PM,12/01/2017 12:00:00 AM,Scheduled,Departure,Domestic,20797
04/18/2018 03:12:41 PM,12/01/2017 12:00:00 AM,Charter,Arrival,Domestic,60
04/18/2018 03:12:41 PM,12/01/2017 12:00:00 AM,Charter,Departure,Domestic,44
04/18/2018 03:12:41 PM,12/01/2017 12:00:00 AM,Scheduled,Arrival,Domestic,20829
04/18/2018 03:12:41 PM,12/01/2017 12:00:00 AM,Scheduled,Departure,International,5677
04/18/2018 03:12:41 PM,12/01/2017 12:00:00 AM,Scheduled,Arrival,International,5629
04/18/2018 03:12:41 PM,11/01/2017 12:00:00 AM,Scheduled,Departure,Domestic,19978
04/18/2018 03:12:41 PM,11/01/2017 12:00:00 AM,Charter,Departure,Domestic,39
04/18/2018 03:12:41 PM,11/01/2017 12:00:00 AM,Scheduled,Arrival,Domestic,20036
04/18/2018 03:12:41 PM,11/01/2017 12:00:00 AM,Charter,Departure,International,2
04/18/2018 03:12:41 PM,11/01/2017 12:00:00 AM,Scheduled,Arrival,International,5094
04/18/2018 03:12:41 PM,11/01/2017 12:00:00 AM,Charter,Arrival,International,2
04/18/2018 03:12:41 PM,11/01/2017 12:00:00 AM,Charter,Arrival,Domestic,37
04/18/2018 03:12:41 PM,11/01/2017 12:00:00 AM,Scheduled,Departure,International,5154
04/18/2018 03:12:41 PM,10/01/2017 12:00:00 AM,Charter,Arrival,Domestic,32
04/18/2018 03:12:41 PM,10/01/2017 12:00:00 AM,Charter,Departure,International,1
04/18/2018 03:12:41 PM,10/01/2017 12:00:00 AM,Scheduled,Departure,International,5372
04/18/2018 03:12:41 PM,10/01/2017 12:00:00 AM,Scheduled,Arrival,International,5322
04/18/2018 03:12:41 PM,10/01/2017 12:00:00 AM,Charter,Departure,Domestic,27
04/18/2018 03:12:41 PM,10/01/2017 12:00:00 AM,Scheduled,Arrival,Domestic,21395
04/18/2018 03:12:41 PM,10/01/2017 12:00:00 AM,Charter,Arrival,International,1
04/18/2018 03:12:41 PM,10/01/2017 12:00:00 AM,Scheduled,Departure,Domestic,21353
04/18/2018 03:12:41 PM,09/01/2017 12:00:00 AM,Scheduled,Arrival,International,5240
04/18/2018 03:12:41 PM,09/01/2017 12:00:00 AM,Charter,Arrival,International,1
04/18/2018 03:12:41 PM,09/01/2017 12:00:00 AM,Scheduled,Arrival,Domestic,20351
04/18/2018 03:12:41 PM,09/01/2017 12:00:00 AM,Charter,Arrival,Domestic,9
04/18/2018 03:12:41 PM,09/01/2017 12:00:00 AM,Scheduled,Departure,Domestic,20293
04/18/2018 03:12:41 PM,09/01/2017 12:00:00 AM,Charter,Departure,Domestic,11
04/18/2018 03:12:41 PM,09/01/2017 12:00:00 AM,Scheduled,Departure,International,5290
04/18/2018 03:12:41 PM,08/01/2017 12:00:00 AM,Charter,Arrival,Domestic,8
04/18/2018 03:12:41 PM,08/01/2017 12:00:00 AM,Scheduled,Arrival,International,5872
04/18/2018 03:12:41 PM,08/01/2017 12:00:00 AM,Charter,Arrival,International,1
04/18/2018 03:12:41 PM,08/01/2017 12:00:00 AM,Scheduled,Arrival,Domestic,22599
04/18/2018 03:12:41 PM,08/01/2017 12:00:00 AM,Scheduled,Departure,International,5922
04/18/2018 03:12:41 PM,08/01/2017 12:00:00 AM,Scheduled,Departure,Domestic,22667
04/18/2018 03:12:41 PM,08/01/2017 12:00:00 AM,Charter,Departure,Domestic,10
04/18/2018 03:12:41 PM,07/01/2017 12:00:00 AM,Scheduled,Departure,Domestic,22582
04/18/2018 03:12:41 PM,07/01/2017 12:00:00 AM,Scheduled,Arrival,International,6017
04/18/2018 03:12:41 PM,07/01/2017 12:00:00 AM,Scheduled,Departure,International,6072
04/18/2018 03:12:41 PM,07/01/2017 12:00:00 AM,Charter,Departure,Domestic,14
04/18/2018 03:12:41 PM,07/01/2017 12:00:00 AM,Charter,Arrival,International,1
04/18/2018 03:12:41 PM,07/01/2017 12:00:00 AM,Charter,Arrival,Domestic,12
04/18/2018 03:12:41 PM,07/01/2017 12:00:00 AM,Scheduled,Arrival,Domestic,22664
04/18/2018 03:12:41 PM,06/01/2017 12:00:00 AM,Charter,Departure,International,1
04/18/2018 03:12:41 PM,06/01/2017 12:00:00 AM,Scheduled,Arrival,International,5559
04/18/2018 03:12:41 PM,06/01/2017 12:00:00 AM,Scheduled,Departure,Domestic,21955
04/18/2018 03:12:41 PM,06/01/2017 12:00:00 AM,Scheduled,Arrival,Domestic,21996
04/18/2018 03:12:41 PM,06/01/2017 12:00:00 AM,Charter,Arrival,International,3
04/18/2018 03:12:41 PM,06/01/2017 12:00:00 AM,Charter,Arrival,Domestic,8
04/18/2018 03:12:41 PM,06/01/2017 12:00:00 AM,Scheduled,Departure,International,5615
04/18/2018 03:12:41 PM,06/01/2017 12:00:00 AM,Charter,Departure,Domestic,9
04/18/2018 03:12:41 PM,05/01/2017 12:00:00 AM,Scheduled,Arrival,Domestic,21413
04/18/2018 03:12:41 PM,05/01/2017 12:00:00 AM,Scheduled,Arrival,International,5412
04/18/2018 03:12:41 PM,05/01/2017 12:00:00 AM,Charter,Departure,Domestic,16
04/18/2018 03:12:41 PM,05/01/2017 12:00:00 AM,Charter,Arrival,International,4
04/18/2018 03:12:41 PM,05/01/2017 12:00:00 AM,Scheduled,Departure,Domestic,21365
04/18/2018 03:12:41 PM,05/01/2017 12:00:00 AM,Scheduled,Departure,International,5457
04/18/2018 03:12:41 PM,05/01/2017 12:00:00 AM,Charter,Arrival,Domestic,16
04/18/2018 03:12:41 PM,04/01/2017 12:00:00 AM,Charter,Arrival,Domestic,7
04/18/2018 03:12:41 PM,04/01/2017 12:00:00 AM,Scheduled,Departure,International,5240
04/18/2018 03:12:41 PM,04/01/2017 12:00:00 AM,Scheduled,Arrival,Domestic,20516
04/18/2018 03:12:41 PM,04/01/2017 12:00:00 AM,Charter,Departure,International,6
04/18/2018 03:12:41 PM,04/01/2017 12:00:00 AM,Charter,Arrival,International,3
04/18/2018 03:12:41 PM,04/01/2017 12:00:00 AM,Scheduled,Arrival,International,5236
04/18/2018 03:12:41 PM,04/01/2017 12:00:00 AM,Charter,Departure,Domestic,3
04/18/2018 03:12:41 PM,04/01/2017 12:00:00 AM,Scheduled,Departure,Domestic,20507
